Product Name,Category,List_Price,Special_price,Description,Rating,Img_url,Product_url
MJM International Echo Shower Chair,PVC Shower Chairs,$372.47,$260.47,"The 18 Inch Echo Shower Chair has a sturdy, rustproof frame made from healthcare-grade PVC, with twin nylon threaded stem casters. The mesh sling back dries quickly and has a personal pocket for storing hygiene products while showering. The 18 Inch Echo Shower Chair may require some assembly a use a cordless drill  or manual screwdriver is recommended.",,//image.rehabmart.com/include-mt/img-resize.asp?output=webp&path=/imagesfromrd/118-3~1.jpg&quality=80&newwidth=540,https://www.rehabmart.com/product/18-inch-echo-shower-chair-21226.html
Reclining Shower Chair With Sliding Footrest And Deluxe Elongated Open Front Seat,PVC Shower Chairs,$757.95,$569.89,"The Reclining Shower Chair with Sliding Footrest and Deluxe Elongated Open Front Seat features a removable fast-drying mesh back sling, as well as a padded lumbar support and leg extension. The self-storing sliding folding footrest of the shower chair prevents foot dragging and entrapment. The Reclining Shower Chair supports up to three hundred and twenty-five pounds. The frame of the shower chair is made from PVC, reinforced at all stress points. Some assembly may be required; a cordless drill or manual screwdriver is recommended. Please allow a lead time of 5-6 business days.",,//image.rehabmart.com/include-mt/img-resize.asp?output=webp&path=/imagesfromrd/196~1.jpg&newwidth=540&quality=80,https://www.rehabmart.com/product/reclining-shower-chair-with-sliding-footrest-and-deluxe-elongated-open-front-seat-21071.html
Tilt-N-Space Shower Chair,PVC Shower Chairs,"$1,512.57","$1,137.27",The Tilt-N-Space Shower Chair features an open front soft seat and double drop arm. The Tilt-N-Space Shower Chair reclines to seven different positions to accommodate all of your needs; this tilt function may only be used with assistance. Each Tilt-N-Space Shower Chair has a frame made from healthcare-grade PVC. Some assembly may be required; use a cordless drill or manual screwdriver. This product is delivered by an oversize freight trucking company and may require 7-10 days lead time. Image shows chair with optional head bolster (sold separately).,,//image.rehabmart.com/include-mt/img-resize.asp?output=webp&path=/imagesfromrd/193-tis-ped.jpg&quality=80&newwidth=540,https://www.rehabmart.com/product/tiltnspace-shower-chair-21063.html
Replacement Mesh Back for Flat Seat Bariatric Shower Chair,PVC Shower Chairs,$143.00,$92.86,This Replacement Mesh Back is designed as a replacement part for the Flat Seat Bariatric Shower Chair from IPU. This product comes with the mesh backing only; the shower chair is sold separately.,,//image.rehabmart.com/include-mt/img-resize.asp?output=webp&path=/imagesfromrd/img-resize_(8)1.jpg&newwidth=540&quality=80,https://www.rehabmart.com/product/replacement-mesh-back-for-flat-seat-bariatric-shower-chair-45658.html
MJM International PVC Shower Commode Chair 22in Wide,PVC Shower Chairs,$408.92,$285.96,"The 22 Inch Wide Shower Chair is constructed from durable healthcare-grade PVC pipe, which is easy to clean. Some assembly may be required; a cordless drill or manual screwdriver is recommended. This product has an internal width of 22 inches and an external width of 26 inches. Take care to measure your shower to ensure correct fit.",5 out of 5 stars,//image.rehabmart.com/include-mt/img-resize.asp?output=webp&path=/imagesfromrd/img-resize_(4)~22.jpg&quality=80&newwidth=540,https://www.rehabmart.com/product/22-inch-wide-shower-chair-21043.html
Reclining Mobile Shower Commode Chairs - 4 Styles by Mor-Medical,PVC Shower Chairs,$557.09,$389.57,"The Reclining Mobile Shower Commode Chairs from Mor-Medical are dynamic shower chairs designed around user safety and comfort. The chairs are made with durable, reinforced PVC piping that's specially designed for water resistance and easy drying. The seat back of the chair is made of a series of soft-touch straps that are supportive yet comfortable, and prevent moisture accumulation while showering. Additionally, these straps work together with the durable design of the chair to offer an impressive 335-pound weight capacity, which enables the chair to be used by most people. One of the unique and notably valuable features of the shower chair is its ability to recline. The back support of the chair can be reclined back to provide a more comfortable position while showering, or to help clean areas that are hard to reach while sitting upright.",,//image.rehabmart.com/include-mt/img-resize.asp?output=webp&path=/imagesfromrd/dne-rec-335hs-ff-pail.jpg&quality=80&newwidth=540,https://www.rehabmart.com/product/reclining-shower-commode-chair-mormedical-50293.html
Deluxe Shower Chair with Solid Soft Seat,PVC Shower Chairs,$636.31,$444.97,"The Deluxe Shower Chair with Solid Soft Seat makes bathing pleasing and comfortable to perform once more. It's strong and solely made of water-resistant materials to deliver you self-assurance, comfort, and a long-lasting shower chair. It features non-slip feet to eliminate the concerns associated with slippery flooring and help you have a trustworthy and safe bath session.

This Deluxe Shower Chair has a strong satisfying seat that is particularly designed to increase extra comfort and support while enjoying your showering time. This Soft seat bathing chair comes with four rust-free wheels composed entirely of high-quality materials to ensure effortless mobility from the stage of putting it in place, taking a shower, and the final step of getting out.",3 out of 5 stars,//image.rehabmart.com/include-mt/img-resize.asp?output=webp&path=/imagesfromrd/sc710_(1).jpg&newwidth=540&quality=80,https://www.rehabmart.com/product/deluxe-shower-chair-with-solid-soft-seat1-15510.html
Vinyl Accessories for MJM PVC-Framed Shower Chairs,PVC Shower Chairs,$189.39,$132.44,"These vinyl accessories can be used on some MJM shower chairs. High-quality materials ensure durability. Multiple vivid color options are available to match the existing chair or add a pop of color. These products will not work with other brands of shower chairs. To ensure compatibility with an existing chair, please contact RehabMart.",,//image.rehabmart.com/include-mt/img-resize.asp?output=webp&path=/imagesfromrd/193-tis-lr(3)~1.jpg&quality=80&newwidth=540,https://www.rehabmart.com/product/vinyl-accessories-for-mjm-pvcframed-shower-chairs-47837.html
High Back Shower Chair,PVC Shower Chairs,$418.68,$292.78,"The High Back Shower Chair has a higher back for patients who need additional back support. The frame of the shower chair is constructed from healthcare-grade PVC. The High Back Shower Chair consists of rustproof casters, providing individuals with a durable shower chair. Some assembly may be required with the use of a cordless drill or manual screwdriver. The High Back Shower Chair ships by UPS and may require 5-6 days' lead time.",,//image.rehabmart.com/include-mt/img-resize.asp?output=webp&path=/imagesfromrd/img-resize_(6)~9.jpg&newwidth=540&quality=80,https://www.rehabmart.com/product/high-back-shower-chair-21045.html
Lumex PVC Knock-Down Shower Commode Chair,PVC Shower Chairs,$430.29,$300.90,"The Lumex PVC Knock-Down Shower Commode Chair allows patients to be easily transported to and from the shower and also allows for toileting. Constructed with strong and durable materials, such as health care grade PVC and dually reinforced casters, the commode has no sharp edges and uses a high grade impact plastic and stainless steel Clamp Joint Bracket Lacking System. The Lumex PVC Knock-Down Shower Commode Chair has a deluxe elongated open front seat and ergonomically curved arms with anti-slip handgrips can be used for extra support by the patient.",,//image.rehabmart.com/include-mt/img-resize.asp?output=webp&path=/imagesfromrd/imageedit_2_8495336660~1.jpg&quality=80&newwidth=540,https://www.rehabmart.com/product/lumex-pvc-knockdown-shower-commode-chair-44965.html
Select Line Shower Chairs Slant Seat,PVC Shower Chairs,$458.57,$320.68,"The Select Line Shower Chair with Slant Seat is designed for limited mobility patients requiring assistance during showers or baths. The Slant Seat design is lower in the back to prevent patients from sliding forward. With this feature, most patients will remain securely seated without the use of restraints! 

The Shower Chairs frame is sturdy PVC plastic, which is easy to clean and incredibly durable. The contoured plastic commode seat clips onto the back of the chair, and can be flipped up or completely removed for quick and easy sanitation. 

The units mesh backrest is breathable, comfortably supports patients, and comes in one of 11 attractive colors. Four rolling casters, two of which lock, allow for easy transport and reliable stability during use. The Shower Chair comes in two different heights, to accommodate a wide range of individuals. Added safety features, such as drop arms and seatbelts, are available.",,//image.rehabmart.com/include-mt/img-resize.asp?output=webp&path=/imagesfromrd/sc9100~3.jpg&newwidth=540&quality=80,https://www.rehabmart.com/product/select-line-shower-chairs-slant-seat-31450.html
Elite Shower Chair,PVC Shower Chairs,$530.13,$370.72,"Designed for durability and comfort, the Elite Shower Chair is available in two clearances. The high quality blownmold construction of the seat and backrest make the Elite Shower Chair the best economical investment for personal use and large facilities. The health grade PVC is naturally mold, mildew and bacteria resistant, and it never rusts. The durable never rust, all locking twin wheel casters ensure a smooth ride and safe transition for patients and caregivers alike. Open front seat with u-shaped opening is ideal for personal hygiene care. Designed with a snap-off seat, the Elite Shower Chair is easy to clean. Caregivers will appreciate the easy grip push handles for transport while patients will appreciate the comfort. Available with varying options and in your choice of blue or gray.",,//image.rehabmart.com/include-mt/img-resize.asp?output=webp&path=/imagesfromrd/elt817B.jpg&newwidth=540&quality=80,https://www.rehabmart.com/product/elite-shower-chair-40571.html
Mobile PVC Shower Commode Chair,PVC Shower Chairs,$540.71,$378.12,"The PVC Shower Chair is available in an 18 in. model and a 22 in. model. Both have 2 locking and 2 non-locking casters that allow the shower chair to be transferred throughout a facility. With a fluid-resistant, anti-bacterial, and anti-fungal quick-drying back support is comfortable and dries quickly. The PVC Shower Chair is made in the USA and includes a one-year limited warranty on the PVC frame and a 6-month limited warranty on all other materials.",,//image.rehabmart.com/include-mt/img-resize.asp?output=webp&path=/imagesfromrd/imageedit_2_5059779771.jpg&newwidth=540&quality=80,https://www.rehabmart.com/product/pvc-shower-chair-44951.html
Deluxe Open Front Soft Seat Shower Access Chair,PVC Shower Chairs,"$1,705.91","$1,282.64","Designed to provide an easy and comfortable way to get a patient to the shower, hydrotherapeutic area, or a pool, the Deluxe Open Front Soft Seat Shower Access Chair is a perfect solution to facilitate patient/caregiver interaction during personal hygiene, toileting, and showering routines. Customize this chair with or without a commode pail to better suit individual requirements.

Meant for individuals who have limited dexterity and/or mobility, this large rear-wheeled shower chair can be used with the help of a caregiver, or users can wheel themselves into the shower or pool area. The medical-grade PVC pipe frame is easy to clean with simple household cleaner, while stainless steel front wheels and the no-rust, all plastic rear wheels provide a very sturdy transportation chair with a 300 pound weight capacity.",4 out of 5 stars,//image.rehabmart.com/include-mt/img-resize.asp?output=webp&path=/imagesfromrd/sac22~1.jpg&newwidth=540&quality=80,https://www.rehabmart.com/product/deluxe-open-front-soft-seat-shower-access-chair-15492.html
IPU Midsize PVC Shower Chairs with Optional Commode,PVC Shower Chairs,$641.94,$448.91,"The Midsize Shower Chair and Shower Commode Chair by IPU are essential aids for individuals with mobility challenges and disabilities, and those recovering from injuries or surgeries. These chairs offer comfort, stability, and safety during bathing and toileting activities, catering to the diverse needs of individuals in various care settings. Whether it's providing reliable support for bathing or offering combined assistance for bathing and toileting, these chairs are indispensable tools that promote independence and well-being for their users.

The Shower Chair is particularly useful for individuals who primarily require assistance with bathing. Its comfortable design and sturdy construction make it an ideal choice for individuals seeking a reliable and safe seating option during their bathing routine.

On the other hand, the Shower Commode Chair caters to individuals who need combined support for bathing and toileting. The addition of a removable pail enhances its functionality, making it a practical choice for individuals who require toileting assistance alongside bathing support.",,//image.rehabmart.com/include-mt/img-resize.asp?output=webp&path=/imagesfromrd/elt8200_ms.jpg&quality=80&newwidth=473,https://www.rehabmart.com/product/elite-midsize-shower-chair-52810.html
Privacy Cover for 100 Series Shower Chairs,PVC Shower Chairs,$103.52,$67.22,"The Privacy Cover for 100 Series Shower Chairs is made of solid vinyl, and covers an entire shower chair, both to protect it and to hide it from view in a residence. The vinyl Privacy Cover for 100 Series Shower Chairs is easy to clean and comes in different sizes to fit shower chairs of different widths. Chair sold separately.",,//image.rehabmart.com/include-mt/img-resize.asp?output=webp&path=/imagesfromrd/edff6db6-65e8-4794-8a01-03c87a77aa0b_1.dbff56a672f0da0843d7ec25a295c7b0.jpeg&newwidth=540&quality=80,https://www.rehabmart.com/product/privacy-cover-for-100-series-shower-chairs-38933.html
Folding PVC Shower Chair with Commode Opening,PVC Shower Chairs,$383.57,$268.23,"The Folding Shower Chair has s mesh back and a folding frame made from healthcare-grade PVC, with casters. The deluxe elongated front seat improves user comfort. Use the Folding Shower Chair to save room. The soft seat allows for comfort, while also keeping the durable and sturdy frame. Some assembly may be required; use a cordless drill or manual screwdriver. This product is shipped by UPS and may require a lead time of 5-6 days.",,//image.rehabmart.com/include-mt/img-resize.asp?output=webp&path=/imagesfromrd/img-resize_(3)~19.jpg&newwidth=540&quality=80,https://www.rehabmart.com/product/folding-shower-chair1-21037.html
Heavy Duty Vertical Open Front Shower Chair,PVC Shower Chairs,$409.98,$286.70,The Heavy Duty Vertical Open Front Shower Chair is a shower chair with an elongated open front seat and an open front to help accommodate users. The back of the heavy duty shower chair is easily removable and dries quickly. Each Heavy Duty Vertical Open Front Shower Chair may require assembly and a use of a cordless drill or manual screwdriver is recommended. Please allow for a lead time of 5-6 business days. This product ships by UPS only.,,//image.rehabmart.com/include-mt/img-resize.asp?output=webp&path=/imagesfromrd/img-resize_(7)~10.jpg&quality=80&newwidth=540,https://www.rehabmart.com/product/heavy-duty-vertical-open-front-shower-chair-21047.html
Base 2 Outrigger Starter Kit,Splinting Kits and Accessories,$268.24,$187.58,"The Base 2 Outrigger Starter Kit provides everything you need to get started creating Base 2 Outriggers. The convenient storage case enables easy containment and organization of all your supplies for simple storage and easy access whenever you need it. One of each of the various outrigger attachments are included as well as ten finger slings, thumb screws, and line guides to ensure you have everything you need for easy, versatile use.",,//image.rehabmart.com/include-mt/img-resize.asp?output=webp&path=/imagesfromrd/Base_2_Outrigger_Set.PNG&newwidth=540&quality=80,https://www.rehabmart.com/product/base-2-outrigger-starter-kit-5412.html
"Component Kit for the Base 2 Outrigger With Line Guides, Wing Nuts, and Thumb Screws",Splinting Kits and Accessories,$59.83,$38.85,"The Component Kit for the Base 2 Outrigger With Line Guides, Wing Nuts, and Thumb Screws offers hospitals, nursing homes, and physical therapy clinics a wide selection of parts to pair with splints. 

Straight components for the Base 2 outrigger are currently available in 3 sizes, each compatible with thermoplastic splints. There is also a multi-digit component that is available in a 4-in. length. 

For customers interested in a hardware bundle, the accessories kit is an excellent option. It comes with wing nuts, bands, and line guides. Each is compatible with any of the Base 2 Outrigger components, making it easy to customize or repair existing splints.",,//image.rehabmart.com/include-mt/img-resize.asp?output=webp&path=/imagesfromrd/2024_03_15_13_11_02__11_nc12830.99_w_ol_23.jpg&quality=80&newwidth=540,https://www.rehabmart.com/product/components-for-base-2-outrigger-north-coast-54183.html
Phoenix Extended Outrigger Kit - Radial Nerve Splint from North Coast,Splinting Kits and Accessories,$144.57,$101.10,"The Phoenix Extended Outrigger Kit - Radial Nerve Splint from North Coast is a therapeutic accessory for dorsal thermal splints that converts them to help protect patients with radial nerve damage. A set of pulleys, bands, and slings connects to a large outrigger bar. This pulls the fingers away from the palm of the hand into an outright position. 

By doing so, the patient can stay active and use their hands with limited movement and control. It also leaves the wrist uncovered, so it's free to move. The kit is lightweight and has adjustable pulleys, ensuring that patients can comfortably wear the splint for hours at a time.",,//image.rehabmart.com/include-mt/img-resize.asp?output=webp&path=/imagesfromrd/2009_05_12_12_28_06__10_nc12763_lg__1_-removebg-preview.jpg&quality=80&newwidth=540,https://www.rehabmart.com/product/phoenix-extended-outrigger-kit-radial-nerve-splint-north-coast-54180.html
Phoenix Outrigger Kit For Radial Nerve Damage from North Coast Medical,Splinting Kits and Accessories,$149.99,$104.89,"The Phoenix Outrigger Kit for Radial Nerve Damage from North Coast Medical is a premium medical kit that is designed to turn a traditional splint into a customized device for patients with ulnar deviation. It uses a combination of pulleys, bands, and bars to keep the fingers elevated and away from the hand and forearm. This can facilitate more natural recovery by preventing ulnar deviation from worsening. 

It gently pulls the fingers upwards, using the pre-tied slings attached to either bar. Each sling is comfortable and moisture-resistant and is made with a durable nylon fabric. Caretakers can also adjust the bars or slings, as they are lightweight and flexible.",,//image.rehabmart.com/include-mt/img-resize.asp?output=webp&path=/imagesfromrd/2024_03_05_16_24_31__7_nc12760w3__1_-removebg-preview.jpg&quality=80&newwidth=540,https://www.rehabmart.com/product/phoenix-outrigger-kit-radial-nerve-splint-north-coast-54179.html
Base 2 Single Finger Extension Kit,Splinting Kits and Accessories,$68.02,$44.17,Economical outrigger components with the adjustability of more complex outriggers. Made of lightweight aluminum for quick and easy fabrication and alignment of dynamic splints. **NOTE: Shown with custom thermoplastic hand splint.**,,//image.rehabmart.com/include-mt/img-resize.asp?output=webp&path=/imagesfromNC/NC12820.jpg&newwidth=540&quality=80,https://www.rehabmart.com/product/base-2-single-finger-extension-kit-5398.html
Base 2 Multi-Digit MP Extension Kit,Splinting Kits and Accessories,$104.37,$67.77,"The Base 2 Multi-Digit MP Extension Kit combines economical components with the convenient adjustability of a much more complex outrigger. Each kit includes everything you need to create one or more styles of dynamic splints, offering ultimate convenience with everything provided in one easy kit. Components are constructed with lightweight aluminum for easy fabrication and alignment of dynamic and static progressive splints. Additional components can be purchased separately for the creation of customized outriggers.",,//image.rehabmart.com/include-mt/img-resize.asp?output=webp&path=/imagesfromrd/Base_2_Multi-Digit_MP_Extension_Kit.PNG&newwidth=540&quality=80,https://www.rehabmart.com/product/base-2-multidigit-extension-kit-5399.html
Fernotrac Traction Splints,Splinting Kits and Accessories,$994.19,$747.51,"The Fernotrac Traction Splint offers in-line mechanical traction for patients with long bone fractures of the lower extremities. This specialized traction helps to mitigate pain while it also decreases the risk of further nerve and vascular damage. 

Easy to use, this innovative traction splint features step-by-step instructions sewn directly into the wide elasticized support straps that stabilize the injured leg within the tubular aluminum frame. The length is adjustable, and the splint is available in both pediatric and adult sizes. The splint’s heel stand folds flat, and a carrying case is included for portability.",,//image.rehabmart.com/include-mt/img-resize.asp?output=webp&path=/imagesfromrd/FER-0822183-Fernotrac-Traction-Splints.jpg&newwidth=540&quality=80,https://www.rehabmart.com/product/fernotrac-traction-splints-42326.html
Symmetry Solid Seat Stander and Positioning System,Standing Frames,"$3,149.17","$2,367.80","The Symmetry Stander is a solid seat standing system with a padded seat and an optional low or high back for extra support and comfort. The standing frame is easy to transfer into and helps provide proper posture and support while the user is standing or sitting, or during transition. The seat slides to eliminate shearing. The Symmetry Stander's open frame allows better access to the frame during transfers, even when a lifting device is needed. Choose from youth or adult designs.
		
 This product was featured in the following articles: The 5 Best Pediatric Standers

Notice: This unique custom fabricated item is made-to-order using a ""Just in Time"" manufacturing process. This is designed to keep your cost lower, but may require an additional 2 week lead time before your product ships.",,//image.rehabmart.com/include-mt/img-resize.asp?output=webp&path=/imagesfromrd/untitled~22.jpg&quality=80&newwidth=540,https://www.rehabmart.com/product/symmetry-stander-or-symmetry-youth-stander-12924.html
EasyStand Original Evolv Sit To Stand Standing Frame Packages,Standing Frames,"$7,105.03","$5,342.13","Available in 2 sizes and 4 packages, the EasyStand Evolv Standing Frame comes in a new style of default packages with varying degrees of padding and support that has been intelligently selected to make ordering easier. The Medium and Large Standing Frame Packages by EasyStand feature an open base for easier transfers and independent standing position. 

With three easy steps to achieve safe and supportive transitions to standing, it allows the user to adjust, transfer, and ""pump up"" to stand. By standing in small bursts, users can safely and comfortably adjust to their ideal height. A fully customizable Evolv Standing Frame is available here.

 This product was featured in the following articles: The 5 Best Pediatric Standers25 Tools Every Occupational Therapist Should Know How to UseUltimate Guide to Choosing the Best Pediatric StanderHelp Loved Ones Stand for the First Time Ever with the EasyStand Sit-to-Stand Frame

Notice: This unique custom fabricated item is made-to-order using a ""Just in Time"" manufacturing process. This is designed to keep your cost lower, but may require an additional 10 - 15 business days lead time before your product ships.",5 out of 5 stars,//image.rehabmart.com/include-mt/img-resize.asp?output=webp&path=/imagesfromrd/justin-evolv-medium-shadow-48-copy.jpg&quality=80&newwidth=540,https://www.rehabmart.com/product/easystand-evolv-stander-11933.html
EasyStand StrapStand Adult Standing Frame Packages,Standing Frames,"$6,106.58","$4,591.41","StrapStand Basic Adult Standing Frame Packages are available in 3 default support packages to make ordering easier. Each Package contains unique support systems, straps, and pads for varying patient needs. 

The overall StrapStand Standing Frame allows the ability to easily and independently stand up after sitting on a wheelchair or bed. There is no transfer involved because the back side is open with an adjustable lifting strap or adjustable sling strap. This ingenious lifting method is easier on the knees and reduces pressure for your health and benefit. Minimum, Moderate, and Maximum styles of Support Packages are great for long term care and home use. The health benefits of utilizing a standing frame include better circulation in the limbs as well as strengthened muscle tone. 

Itemized and customizable style of this StrapStand Basic are available here.",5 out of 5 stars,//image.rehabmart.com/include-mt/img-resize.asp?output=webp&path=/imagesfromrd/standstand-3.jpg&quality=80&newwidth=540,https://www.rehabmart.com/product/easystand-strapstand-41116.html
Granstand III Modular Standing System,Standing Frames,"$3,852.03","$2,896.26","The Granstand III Modular Standing System is a standing frame that can be adjusted to accommodate various sizes, as well as user growth. The standing frame is modular, meaning that the individual may choose the pieces that they will need for their standing system. The Granstand III Modular Standing System can also be used as a sit-to-stand patient lift, doubling its purpose. 

The Granstand III comes standard with an expandable transport base with 3"" plastic casters, height and depth adjustable chest pad, height and depth adjustable clear table top, width and depth adjustable foot pads, pull-to-place seat sling, and depth and height adjustable knee pad.
		
 This product was featured in the following articles: The 5 Best Pediatric StandersUltimate Guide to Choosing the Best Pediatric Stander

Notice: This unique custom fabricated item is made-to-order using a ""Just in Time"" manufacturing process. This is designed to keep your cost lower, but may require an additional 4 Weeks lead time before your product ships.

Note: This product is for sale in the United States only and is ineligible for International Shipping.",5 out of 5 stars,//image.rehabmart.com/include-mt/img-resize.asp?output=webp&path=/imagesfromrd/gs3-description.jpg&quality=80&newwidth=540,https://www.rehabmart.com/product/granstand-iii-mss-hydraulic-assisted-standing-frame1-451.html
EasyStand Original Evolv Standing Frame with Order Form,Standing Frames,"$5,034.21","$3,785.12","Want an easier way to checkout? Explore the Evolv Standing Frame Packages.

Available in two sizes, the EasyStand Original Evolv Standing Frame features an open base for easier transfers and independent standing position with a manual hydraulic actuator or optional push-button Pow'r Up Lift. With three easy steps to achieve safe and supportive transitions to standing, it allows the user adjustment, transfer and 'pump up' to stand. By standing in small bursts, yet standing long enough to affect bone density and other health benefits, is possible with the EasyStand Original Evolv Standing Frame. The Evolv Standing Frame comes standard with two 5"" front wheels, a manual hydraulic actuator with handle, height-only adjustable foot plates, transfer handles, two 5"" rear locking casters, planar seat, no-tray chest pad, and black upholstery.",,//image.rehabmart.com/include-mt/img-resize.asp?output=webp&path=/imagesfromrd/0~8.jpg&quality=80&newwidth=480,https://www.rehabmart.com/product/easystand-original-evolv-sit-to-stand-standing-frame-itemized-48592.html
Accessories and Replacement Parts for Meerkat Upright Standing Frame,Standing Frames,$557.27,$389.70,"These accessories and replacement parts are designed to extend the lift and expand the utility of your Meerkat Upright Standing Frame from R82. Things like the Anterior-Use Tray allow you to accomplish a wider variety of activities while using the stander, while the spare parts such as wheels and belts ensure that your stander lasts longer than any individual piece that may wear out due to extended use.",,//image.rehabmart.com/include-mt/img-resize.asp?output=webp&path=/imagesfromrd/SS870011-1R_image-0~1.jpg&newwidth=540&quality=80,https://www.rehabmart.com/product/accessories-and-replacement-parts-for-meerkat-upright-standing-frame-47858.html
Bailey Tip Resistant Individual Standing Boxes,"Pediatric Standers, Standing Frames and Systems","$1,107.76",$832.90,"The Tip Resistant Individual Standing Boxes are passive standers that offer mild support for individuals who are just beginning to work in a standing position. Perfect for workplace, school, or in a therapy setting, they encourage a first step toward independent standing in both children and adults. 

With safety features that include a rubber-covered foot platform thats instantly adjustable, spring-locked door for quick access, and a tip-proof base, these standers offer just the right amount of support to let users test their ability to stand and work. 

By using these boxes, it doesnt take long for individuals to feel a sense of accomplishment as they are able to stand and work on their own for longer and longer periods of time. Therapists can employ these standers in treatment programs to build muscle strength and coordination, and to build work skills.
		
 This product was featured in the following articles: Ultimate Guide to Choosing the Best Pediatric Stander

Notice: This unique custom fabricated item is made-to-order using a ""Just in Time"" manufacturing process. This is designed to keep your cost lower, but may require an additional 42-56 days lead time before your product ships.",4.5 out of 5 stars,//image.rehabmart.com/include-mt/img-resize.asp?output=webp&path=/imagesfromrd/BMC-310-311 Standing Box_PEDIATRIC STANDERS STANDING FRAMES AND SYSTEMS.jpg&newwidth=540&quality=80,https://www.rehabmart.com/product/standing-boxes-35289.html
Meerkat Upright Standing Frame,Standing Frames,"$1,240.09",$932.40,"The Meerkat Upright Standing Frame uses a variety of adjustable supports that can be mixed and matched depending on the level of support your child needs; all supports attach and detach easily to the support column, accommodating growth. Once secured in an upright position, children can go about a variety of activities and routines. Four swivel casters allow for convenient mobility that easily makes tight corners; fun wheel designs for each color options engage children and add to visual appeal. Optional rockers mount easily to the base even with a child on it and provide a soothing rocking motion. The base plate is available in multiple sizes with different corresponding colors
		
 This product was featured in the following articles: Ultimate Guide to Choosing the Best Pediatric StanderNote: This product is for sale in the United States only and is ineligible for International Shipping.",,//image.rehabmart.com/include-mt/img-resize.asp?output=webp&path=/imagesfromrd/ss870011-1r_image-0.jpg&quality=80&newwidth=540,https://www.rehabmart.com/product/meerkat-upright-standing-frame-47857.html
EasyStand StrapStand Adult Standing Frame,Standing Frames,"$3,277.69","$2,464.43","Without the need for transfers, the EasyStand StrapStand Adult Standing Frame can be utilized from most seated surfaces, lifting users with ease into a standing position. Unlike other standing frames, the lifting arms of the EasyStand StrapStand gently ascend the user up and into a standing position. Made for knee-friendly operation, it won't push the knee pads into the user's knees which forces the sit to stand transition, reducing injury-potential pain from occurring.

The StrapStand comes standard with: two 3"" casters, two 4"" wheels, foot plates, no-tray chest pad, black upholstery, and a hydraulic actuator with handle. Package Standing Frame models with default settings are available here for easy ordering.",4 out of 5 stars,//image.rehabmart.com/include-mt/img-resize.asp?output=webp&path=/imagesfromrd/1~66.jpg&quality=80&newwidth=480,https://www.rehabmart.com/product/easystand-strapstand-adult-standing-frame-itemized-48594.html
EasyStand Bantam Medium Sit-to-Stand Stander - Infinite Positioning,"Pediatric Standers, Standing Frames and Systems","$6,053.92","$4,551.82","The EasyStand Bantam Medium Stander is great for young individuals with a variety of postural or ambulatory disabilities, including cerebral palsy, scoliosis, and spinal cord injury. Designed with user-friendly qualities, it simplifies safe transfers with the highest level of positioning flexibility in the industry, enabling children to participate with their peers during social activities with comfort and ease. In addition to the enhanced safety provided by the stander's strong and durable support frame, numerous additional benefits are gained by permitting the user to remain standing for periods of time, including reduced swelling, improved blood circulation, and better muscle development. A fully customizable and itemized version is available here.

 This product was featured in the following articles: Who Needs a Pediatric Stander?

Notice: This unique custom fabricated item is made-to-order using a ""Just in Time"" manufacturing process. This is designed to keep your cost lower, but may require an additional 10 - 15 business days lead time before your product ships.",2 out of 5 stars,//image.rehabmart.com/include-mt/img-resize.asp?output=webp&path=/imagesfromrd/bantam-medium-swing-away-front.jpg&quality=80&newwidth=480,https://www.rehabmart.com/product/easystand-bantam-medium-sit-to-stand-41163.html
Hausmann Hi-Lo Econo-Line Stand-In Table with Electric Patient Lift,Standing Frames,"$6,854.82","$5,154.00","The Hausmann Hi-Lo Econo-Line Stand-In Table has a motorized height adjustment top and patient lift of this table can elevate a 300 pound user from sitting to a standing position. The top is a durable white laminate top with a cutout to allow the patient to stand comfortably next to the table top. This table includes a lift support harness plus a chest pad, knee pads, and back support to ensure user comfort.

 This product was featured in the following articles: Hausmann Industries | A Foundation For Treatment

Notice: This unique custom fabricated item is made-to-order using a ""Just in Time"" manufacturing process. This is designed to keep your cost lower, but may require an additional 10 Days lead time before your product ships.",,//image.rehabmart.com/include-mt/img-resize.asp?output=webp&path=/imagesfromrd/hausmann_table_2.jpg&quality=80&newwidth=540,https://www.rehabmart.com/product/hausmann-hilo-econoline-standin-table-with-electric-patient-lift-12667.html
Accessories for EasyStand XT Evolv Stander,Standing Frames,$161.80,$113.15,The accessories listed below are for the EasyStand XT Evolv Stander.,,//image.rehabmart.com/include-mt/img-resize.asp?output=webp&path=/imagesfromrd/png50070-t-style-handle-extension-01-2~1.jpg&quality=80&newwidth=540,https://www.rehabmart.com/product/accessories-for-easystand-xt-evolv-stander-45059.html
